ds_key,hw_key,exp_name,acc,lat
cifar10,edgegpu_latency,no_ga,10.0,0.5448675155639648
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,86.8933334350586,1.4396190643310547
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
cifar10,edgegpu_latency,no_ga,92.086669921875,1.7490863800048828
