Dataset,Hardware,ds_key,hw_key,Stage,stage_idx,stage_id,Seed,HV,IGD,Spacing,Pareto Points,algo_id,MaxSpread
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,12,1.0218359534630084,0.00019317654481597153,0.06003310097267951,179.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,13,1.0193592154234035,0.00044444345284940423,0.007767679643734616,206.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,14,1.0214744540401015,0.0006740878038103352,0.06143899320207428,170.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,15,1.021811709582339,0.0006779320368331693,0.002974619229162764,192.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,16,1.0216822517059752,0.0016073658180678159,0.08116142053702194,97.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,17,1.0196206538412942,0.014941997086852832,0.09714021392221271,68.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,18,1.02179735854487,0.0007062917490772134,0.06738819924130733,141.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,19,1.0221173034251603,0.00022776625898979534,0.06814029082664759,140.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,20,1.0218175970680505,0.0006620150126226557,0.05929536848137357,183.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,21,1.0218432322057487,0.00028232938713364616,0.05692513768306088,199.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,22,1.0215193204082542,0.000993660190879603,0.000824706590270458,163.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,23,1.0212841557369103,0.0013530050040395588,0.0508301231765004,249.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,24,1.0215354023712628,0.00029244604725940404,0.0603872649207913,176.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,25,1.0213720502203587,0.0009206993812643906,0.06815610872925605,138.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,26,1.0212610190436473,0.0016218378459192698,0.070884104116716,128.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,27,1.022203244588846,0.0006292414391675458,0.0017789718931335652,179.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,28,1.0207814652520082,0.0006640873401914465,0.007212408234186799,223.0,,
CIFAR-100,EdgeGPU,cifar100,edgegpu_latency,MOEA/D + GA,1,stage2_moead_ga,29,1.0214285416133275,0.002351329103666881,0.001374890952382562,183.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,0,1.135161733580056,0.004097561005370898,0.08324562656700767,91.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,1,1.1363355802906139,0.004013874756052386,0.09181916322490409,75.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,2,1.136498237362334,0.005974573588783038,0.09398049596044063,74.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,3,1.137002410381588,0.0067762903671240195,0.004433949469394534,133.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,4,1.132681791013248,0.009690888026653447,0.006166417025203196,131.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,5,1.130289033880227,0.005947148735719894,0.02761088657040238,81.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,6,1.1353186047388697,0.006990033926014092,0.013867606531179324,136.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,7,1.136272943125134,0.002827151700565082,0.006113630093884276,95.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,8,1.135667053991361,0.006275300313958948,0.0033312514236496704,136.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,9,1.1362897223987656,0.005128824480702496,0.07455873626205882,111.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,10,1.1361279325460203,0.0015131088697256901,0.00994151776250505,80.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,11,1.1328647016533169,0.009467685369450592,0.0209735667202453,92.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,12,1.1369753359646624,0.00655630491568453,0.004637764930249919,122.0,,
CIFAR-100,RPi-4,cifar100,raspi4_latency,MOEA/D + GA,1,stage2_moead_ga,13,1.1349527128796366,0.003723849050850039,0.01733442833491346,70.0,,
