Dataset,Hardware,ds_key,hw_key,Stage,stage_idx,stage_id,Seed,HV,IGD,Pareto Points,exp_name,Label,Short,Spacing
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,1,1.0007807783221134,0.008182239107656688,630.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,2,0.9928322574806102,0.022072144605160653,845.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,3,1.002670342732358,0.003473116117751761,743.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,4,0.9989196370054544,0.01643517962933839,725.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,5,1.0007925049345296,0.012126686826137304,709.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,6,1.0000693632859459,0.014024078302419774,640.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,7,0.9972241958929874,0.017358004914335645,853.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,8,0.9848760517312005,0.028060964384348346,772.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,9,0.9973991492025782,0.01307417777008025,878.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,10,1.0013872967427009,0.002980192949088068,882.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,11,1.0002627896908152,0.009762988534012635,554.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,12,0.9994718061547734,0.009536125749550015,658.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,13,0.9968564253268328,0.02040947867943776,402.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,14,1.001299431718606,0.009109736112176163,579.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,15,0.9989128078651064,0.012645279790656766,772.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,16,0.9967492604625307,0.008179831083303274,767.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,17,1.0007231668333672,0.014073730938808262,369.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,18,1.0016793991850617,0.0050272406002734174,659.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,19,0.9816959611010234,0.03254412295954578,862.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,20,0.9886911388719977,0.04957835325548782,628.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,21,1.000767218475274,0.027042006752242914,322.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,22,0.9911825495530262,0.026419719214954458,388.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,23,0.9983348815935771,0.011526608669847449,143.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,24,0.9880440456634365,0.018760787046552284,771.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,25,0.9914613968023336,0.04427434946647967,771.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,26,0.9951736627068699,0.02431634574533301,434.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,27,0.9988915209308045,0.016326833461584072,563.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,28,0.9986935507108663,0.014084052747599895,628.0,,,,
ImageNet-16,RPi-4,ImageNet16-120,raspi4_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,29,0.9919386832033277,0.043107820824159836,317.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,0,0.925941360920032,0.04526882905130635,759.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,1,0.9548223472422078,0.003835637958548182,379.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,2,0.9555150949199009,0.023609914806922993,629.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,3,0.9769034675598617,0.0028853891180596536,442.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,4,0.9124304171767896,0.049435269048303726,605.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,5,0.9522912667756062,0.0058814396018892125,867.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,6,0.967329738641739,0.012400482044323117,316.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,7,0.9715600624770181,0.0034566469222598642,201.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,8,0.9756009195114451,0.002821432673174398,432.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,9,0.9696950718650356,0.003112656289917742,396.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,10,0.9583007464678311,0.006097199761449958,802.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,11,0.9734694878758691,0.002951147245699427,724.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,12,0.9732326531043676,0.013946985551113381,192.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,13,0.9733362648231992,0.0008105533746259508,838.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,14,0.9680816683331407,0.0033642809078986056,465.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,15,0.9639520382781503,0.02333479217978989,557.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,16,0.9477471491913217,0.005917217717527085,574.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,17,0.9429337031353766,0.02650420860150291,256.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,18,0.9670455511448262,0.1244340269050035,847.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,19,0.9753196956887892,0.00287837840182075,302.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,20,0.9510893870987482,0.033358738226471826,211.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,21,0.9751420734214727,0.0031199955483976406,456.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,22,0.9594848847531158,0.008209871857430504,582.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,23,0.9377975011632119,0.02323382014898493,279.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,24,0.9362166777211585,0.017862585392001407,683.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,25,0.9693990195076035,0.0035737824397631592,474.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,26,0.9399880995672591,0.13012911879970734,214.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,27,0.9689431320101418,0.012119866865071884,305.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,28,0.9601953636588899,0.005598470470850347,606.0,,,,
ImageNet-16,Eyeriss,ImageNet16-120,eyeriss_latency,MOEA/D+GA+PSO,2,stage3_moead_ga_pso,29,0.9735582964686543,0.002968463942144229,485.0,,,,
